No.,日付,日付S,場 R,場所,日次,Ｒ,レース名,発走時刻,クラス,年限定,芝・ダ,距離,距離.1,外回り,コース区分,コースマーク,コースグループ数,コースグループ名1,頭,頭数,フルゲート頭数,R印1,レース印2,レース印3,枠番,馬番,B,馬印1,馬印2,馬印3,馬印4,馬名,馬名S,Ｃ,性,齢,性別,年齢,騎手,斤量,馬齢斤量差,斤量体重比,所属,調教師,所属.1,降級戦,投票,マイニング値,マイニング順位,ﾏｲ差,対戦型マイニング値,対戦型マイニング順位,Tﾏ差,指数1,指数順位1,指差1,指数2,指数順位2,指差2,指数3,指数順位3,指差3,指数4,指数順位4,指差4,取消しフラグ,人気,単勝オッズ,単ｼｪｱ,複勝人気,複勝オッズ下,上,複ｼｪｱ,単複S比,指時系1・単勝,指時系1・人気,指時系2・単勝,指時系2・人気,指時系3・単勝,指時系3・人気,指時系4・単勝,指時系4・人気,指時系1・複勝下,複上1,複人1,指時系2・複勝下,複上2,複人2,指時系3・複勝下,複上3,複人3,指時系4・複勝下,複上4,複人4,着順,単勝,複勝,枠連配当,馬連配当,馬単配当,３連複配当,３連単配当,馬体重,増減,本賞金,収得賞金,キャリア(当時/取消等含),キャリア(最新),全1,全2,全3,全外,平1,平2,平3,平外,芝1,芝2,芝3,芝外,ダ1,ダ2,ダ3,ダ外,障1,障2,障3,障外,他1,他2,他3,他外,チェック騎手タイプ,チェック調教師タイプ,調教師多頭出し数,馬主多頭出し数,馬記号,馬主,馬主タイプ,生産者,生産者タイプ,産地,種牡馬,父タイプ名,母名,母父名,母父タイプ名,父母父名,父母父タイプ名,母母父名,母母父タイプ名,毛色,生年,誕生日,騎手誕生日(歳),調教師誕生日(歳),兄弟(収得1位),勝数,兄弟(収得2位),勝数.1,兄弟(収得3位),勝数.2,兄弟(収得4位),勝数.3,兄弟(収得5位),勝数.4,馬名の意味由来,チェック日,チェック馬コメント,チェック馬コメント.1,馬コメント,馬コメント.1,予想コメント,予想コメント.1,結果コメント,結果コメント.1,KOL関係者コメント,KOL関係者コメント.1,KOL次走へのメモ,KOL次走へのメモ.1,レースコメント,レースコメント.1,騎手コメント,騎手コメント.1,調教師コメント,調教師コメント.1,ワーク1,ワーク1S,ワーク2,ワーク2S,ワーク3,ワーク3S,ワーク4,ワーク4S,間隔,休明戦目,前番,前走人気,前走着順,前着差,前確定着順,前入線順位,前異常コード,前騎手,乗替,前斤量,斤量差,前馬体重,前馬体重増減,前走開催,前場所,同場,前レース印,前レース印2,前レース印3,前馬印1,前印2,前印3,前印4,前印5,前印6,前印7,前印8,前芝ダ,前距離,距離差,前芝ダ.1,今芝ダ,前走コースマーク,前走コースグループ数,前走コースグループ名1,前馬場状態,前ｸﾗｽ,前頭数,頭差,前通過1,前通過2,前通過3,前通過4,前脚質,前走決め手,前3F順,前走予想コメント,前走予想コメント.1,前走結果コメント,前走結果コメント.1,前走KOLコメント,前走KOLコメント.1,前走KOL次走メモ,前走KOL次走メモ.1,前レースコメント,前走レースコメント,レースID(旧),レースID(新),血統登録番号,トラックC,トラックコード(JV),クラスC,グレード,競走種別C,重量C,競走記号コード,性別コード,馬記号コード,見習いコード,調教師所属コード,騎手コード,調教師コード,馬主コード,前レースID(新),前レースID(旧),開催
11,260301,2026.3.1,中1,中山,2,1,未勝利・牝,10:05,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,6,11,,,,,, イヌボウノサザナミ,イヌボウノサザナミ,,牝,3,牝,3,石川裕紀, 55 ,0.0,13.2,(美),大和田成,美浦,,1,,,,,,,,,,,,,,,,,,,,16.0,331.0,0.2,16.0,45.4,72.9,0.3,140.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,15,,,,,,,,416.0,+ 6,0,0,2.0,3.0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,嶋田賢,,服部牧場,,新ひだか町,ダノンキングリー,ロイヤルチャージャー系,マジックフラッシュ,Air Force Blue,ニアークティック系,Storm Cat,ニアークティック系,Manduro,その他のエクリプス系,鹿毛,2023,406,1995年 9月22日(30歳),1976年 4月28日(49歳),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2.0,16.0,16着,3.6,16.0,16.0,0.0,菱田裕二,替, 55 ,0.0,410,-2.0,260214 2京5  6R,京都,別場,,,,,,,,,,,,芝,1800.0,0.0,芝,ダ,,,,良,未勝利,17.0,-1.0,,,17.0,17.0,後,後方,10.0,,,,,,,,,,,0626220111,202603010602020111,2023103094,1,24,7, ,12,3,023,2,0,0,1,1150,1124,399009,2.026021408020506e+17,0826250602,1中1
12,260301,2026.3.1,中1,中山,2,1,未勝利・牝,10:05,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,6,12,,,,,, ロココ,ロココ,,牝,3,牝,3,長浜鴻緒,53△,-2.0,11.6,(美),根本康広,美浦,,1,,,,,,,,,,,,,,,,,,,,6.0,8.4,9.5,5.0,2.0,3.0,10.2,107.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,６,,,,,,,,458.0,+ 4,89,0,7.0,8.0,0,0,1,7,0,0,0,7,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,,,,内田裕美,,矢野牧場,,新ひだか町,ミスターメロディ,ニアークティック系,ジュモートリステ,ハービンジャー,ニアークティック系,Deputy Minister,ニアークティック系,サンデーサイレンス,ロイヤルチャージャー系,鹿毛,2023,415,2005年11月12日(20歳),1956年 1月31日(70歳),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6.0,9.0,7.0,４着,0.8,4.0,4.0,0.0,幸英明,替, 55 ,-2.0,454,-2.0,260214 2京5  1R,京都,別場,,,,,,,,,,,,ダ,1800.0,0.0,ダ,ダ,,,,稍重,未勝利,13.0,3.0,10.0,10.0,7.0,8.0,中,差し,2.0,,,,,,,,,,,0626220112,202603010602020112,2023103288,1,24,7, ,12,3,023,2,0,2,1,1214,1029,411034,2.026021408020501e+17,0826250109,1中1
13,260301,2026.3.1,中1,中山,2,1,未勝利・牝,10:05,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,7,13,,,,,, エリザベスタウン,エリザベスタウン,,牝,3,牝,3,原優介, 55 ,0.0,12.1,(美),池上昌和,美浦,,1,,,,,,,,,,,,,,,,,,,,9.0,71.7,1.1,9.0,9.9,15.7,1.6,145.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11,,,,,,,,456.0,-16,0,0,1.0,2.0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,山川憲彦,,松浦牧場,,新冠町,ホッコータルマエ,ネイティヴダンサー系,サトノネネ,ディープインパクト,ロイヤルチャージャー系,Cherokee Run,ナスルーラ系,Monsun,その他のエクリプス系,青鹿,2023,224,2000年 6月10日(25歳),1974年10月 6日(51歳),ネオアリシア,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1.0,4.0,11.0,10着,3.0,10.0,10.0,0.0,遠藤汰月,替,52▲,3.0,472,0.0,251220 5中5  4R,中山,同場,,,,,,,,,,,,ダ,1800.0,0.0,ダ,ダ,,,,良,新馬,13.0,3.0,10.0,10.0,11.0,12.0,後,後方,9.0,,,,,,,,,,,0626220113,202603010602020113,2023106545,1,24,7, ,12,3,023,2,0,0,1,1184,1150,78034,2.025122006050504e+17,0625550404,1中1
14,260301,2026.3.1,中1,中山,2,1,未勝利・牝,10:05,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,7,14,,,,,, タートルインメイ,タートルインメイ,,牝,3,牝,3,松岡正海, 55 ,0.0,11.3,(美),奥平雅士,美浦,,1,,,,,,,,,,,,,,,,,,,,7.0,19.4,4.1,7.0,3.3,5.0,5.6,135.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,14,,,,,,,,486.0,0,150,0,4.0,5.0,0,0,1,4,0,0,1,4,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,,,,内田玄祥,,中地広大,,新冠町,ロージズインメイ,ロイヤルチャージャー系,カメチャン,タートルボウル,ニアークティック系,Speak John,セントサイモン系,シンボリクリスエス,ロイヤルチャージャー系,青鹿,2023,409,1984年 7月18日(41歳),1972年 6月22日(53歳),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,14.0,7.0,８着,1.5,8.0,8.0,0.0,松岡正海,, 55 ,0.0,486,6.0,260210 1東4  3R,東京,別場,,,,,,,,,,,,ダ,1600.0,200.0,ダ,ダ,,,,稍重,未勝利,16.0,0.0,,,5.0,4.0,先,先行,9.0,,,,,,,,,,,0626220114,202603010602020114,2023104274,1,24,7, ,12,3,023,2,0,0,1,1085,1074,149033,2.0260210050104032e+17,0526140314,1中1
15,260301,2026.3.1,中1,中山,2,1,未勝利・牝,10:05,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,8,15,,,,,, ピュアエンブレム,ピュアエンブレム,,牝,3,牝,3,岩田康誠, 55 ,0.0,11.0,(美),小手川準,美浦,,1,,,,,,,,,,,,,,,,,,,,2.0,4.8,16.5,6.0,2.2,3.2,9.4,57.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,１,480.0,240.0,1270.0,1120.0,1860.0,4800.0,26830.0,498.0,+18,700,400,2.0,3.0,1,0,0,2,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,キャロットファーム,,ノーザンファーム,,安平町,サトノダイヤモンド,ロイヤルチャージャー系,ピースエンブレム,ウォーエンブレム,ネイティヴダンサー系,Orpen,ニアークティック系,ヘクタープロテクター,ネイティヴダンサー系,鹿毛,2023,331,1974年 3月12日(51歳),1971年11月16日(54歳),ブルーペクトライト,2.0,ウィッシュツリー,2.0,アージェント,3.0,エターナルピース,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1.0,4.0,4.0,15着,2.7,15.0,15.0,0.0,戸崎圭太,替, 55 ,0.0,480,-2.0,251214 5中4  3R,中山,同場,,,,,,,,,,,,芝,2000.0,-200.0,芝,ダ,,,,稍重,未勝利,18.0,-2.0,15.0,15.0,17.0,16.0,後,後方,5.0,,,,,,,,,,,0626220115,202603010602020115,2023107171,1,24,7, ,12,3,023,2,0,0,1,5203,1171,486800,2.0251214060504032e+17,0625540304,1中1
16,260301,2026.3.1,中1,中山,2,1,未勝利・牝,10:05,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,8,16,,,,,, フローラルアーチ,フローラルアーチ,,牝,3,牝,3,佐々木大, 55 ,0.0,11.2,(美),武藤善則,美浦,,1,,,,,,,,,,,,,,,,,,,,13.0,203.8,0.4,14.0,37.4,60.0,0.4,105.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,16,,,1270.0,,,,,492.0,0,0,0,2.0,3.0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,,,グリーンファーム,,社台ファーム,,千歳市,マインドユアビスケッツ,ニアークティック系,ジュリエットベール,ヴィクトワールピサ,ロイヤルチャージャー系,Toccet,ニアークティック系,Montjeu,ニアークティック系,栗毛,2023,508,2003年11月24日(22歳),1967年 3月21日(58歳),ロミオボス,2.0,アトリウムチャペル,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,5.0,6.0,９着,2.0,9.0,0.0,0.0,武藤雅,替, 54 ,1.0,492,-4.0,260204 川崎  6R,川崎,別場,,,,,,,,,,,,ダ,1400.0,400.0,ダ,ダ,,,,良,(不明),12.0,4.0,10.0,10.0,6.0,11.0,後,後方,,,,,,,,,,,,0626220116,202603010602020116,2023103439,1,24,7, ,12,3,023,2,0,0,1,1197,1064,148800,2.026020445120306e+17,4526C30605,1中1
17,260301,2026.3.1,中2,中山,2,2,未勝利,10:35,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,1,1,,,,,, アイアムアッパレ,アイアムアッパレ,,牡,3,牡,3,柴田善臣, 57 ,0.0,11.3,(美),奥平雅士,美浦,,1,,,,,,,,,,,,,,,,,,,,12.0,108.0,0.7,12.0,13.6,23.1,1.1,146.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,９,,,,,,,,504.0,- 4,0,0,4.0,5.0,0,0,0,5,0,0,0,5,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,ワイズマン,,千代田牧場,,新ひだか町,リオンディーズ,ネイティヴダンサー系,カウントオンイット,クロフネ,ニアークティック系,スペシャルウィーク,ロイヤルチャージャー系,サンデーサイレンス,ロイヤルチャージャー系,鹿毛,2023,329,1966年 7月30日(59歳),1972年 6月22日(53歳),カウンティフェア,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.0,9.0,12.0,10着,1.7,10.0,10.0,0.0,柴田善臣,, 57 ,0.0,508,0.0,260131 1東1  3R,東京,別場,,,,,,,,,,,,ダ,1600.0,200.0,ダ,ダ,,,,良,未勝利,15.0,1.0,,,10.0,10.0,中,中団,7.0,,,,,,,,,,,0626220201,202603010602020201,2023102893,1,24,7, ,12,3,003,1,0,0,1,641,1074,139803,2.026013105010103e+17,0526110309,1中1
18,260301,2026.3.1,中2,中山,2,2,未勝利,10:35,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,1,2,,,,,, コパノミラノ,コパノミラノ,,牡,3,牡,3,柴田大知, 57 ,0.0,11.5,(美),上原博之,美浦,,1,,,,,,,,,,,,,,,,,,,,15.0,166.8,0.5,14.0,14.8,25.3,1.0,205.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,８,,,,,,,,494.0,0,150,0,2.0,4.0,0,0,1,3,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,,,,小林祥晃,,ヤナガワ牧場,,日高町,コパノリッキー,ロイヤルチャージャー系,テーオーキャンディ,エイシンフラッシュ,ネイティヴダンサー系,ティンバーカントリー,ネイティヴダンサー系,スペシャルウィーク,ロイヤルチャージャー系,青鹿,2023,312,1977年 6月18日(48歳),1957年 1月25日(69歳),,,,,,,,,,,冠名＋イタリアの都市名,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,12.0,11.0,９着,3.0,9.0,9.0,0.0,柴田大知,, 57 ,0.0,494,-2.0,260104 1中1  4R,中山,同場,,,,,,,,,,,,ダ,1800.0,0.0,ダ,ダ,,,,稍重,未勝利,12.0,4.0,6.0,6.0,8.0,8.0,中,中団,9.0,,,,,,,,,,,0626220202,202603010602020202,2023101578,1,24,7, ,12,3,003,1,0,0,1,1009,423,966007,2.026010406010104e+17,0626110412,1中1
19,260301,2026.3.1,中2,中山,2,2,未勝利,10:35,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,2,3,,,,,, キリスパークル,キリスパークル,,牝,3,牝,3,石橋脩, 55 ,0.0,12.6,(美),勢司和浩,美浦,,1,,,,,,,,,,,,,,,,,,,,11.0,82.5,1.0,11.0,9.6,16.2,1.6,161.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,14,,,,,,,,436.0,+ 4,0,0,2.0,3.0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,木村廣太,,本桐牧場,,新ひだか町,ディーマジェスティ,ロイヤルチャージャー系,カエデ,タイキシャトル,ロイヤルチャージャー系,ブライアンズタイム,ロイヤルチャージャー系,カコイーシーズ,ネイティヴダンサー系,栗毛,2023,129,1984年 4月 3日(41歳),1962年 2月14日(64歳),シスター,2.0,,,,,,,,,生産牧場より＋輝き,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,15.0,16.0,12着,0.7,12.0,12.0,0.0,石橋脩,, 55 ,0.0,432,-6.0,260117 1中6  5R,中山,同場,,,,,,,,,,,,芝,2000.0,-200.0,芝,ダ,,,,良,未勝利,18.0,-2.0,7.0,7.0,12.0,10.0,中,中団,4.0,,,,,,,,,,,0626220203,202603010602020203,2023100312,1,24,7, ,12,3,003,2,0,0,1,1077,1047,603033,2.026011706010605e+17,0626160515,1中1
20,260301,2026.3.1,中2,中山,2,2,未勝利,10:35,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,2,4,,,,,, クアッドフォルツァ,クアッドフォルツァ,,牡,3,牡,3,佐藤翔馬,54▲,-3.0,11.4,(美),伊藤圭三,美浦,,1,,,,,,,,,,,,,,,,,,,,8.0,41.3,1.9,7.0,3.9,6.3,4.3,220.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11,,,,,,,,474.0,- 2,0,0,4.0,5.0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,野村祐,,原田ファーム,,日高町,ゴールドドリーム,ロイヤルチャージャー系,ビフォーダーク,キングカメハメハ,ネイティヴダンサー系,フレンチデピュティ,ニアークティック系,サンデーサイレンス,ロイヤルチャージャー系,栗毛,2023,228,2004年11月 8日(21歳),1963年 3月28日(62歳),カクシアジ,5.0,ブルボンティアラ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,7.0,10.0,６着,1.1,6.0,6.0,0.0,佐藤翔馬,,54▲,0.0,476,0.0,260124 1中8  2R,中山,同場,,,,,,,,,,,,ダ,1800.0,0.0,ダ,ダ,,,,良,未勝利,16.0,0.0,8.0,6.0,8.0,6.0,中,中団,4.0,,,,,,,,,,,0626220204,202603010602020204,2023101301,1,24,7, ,12,3,003,1,0,3,1,1207,1023,785031,2.026012406010802e+17,0626180207,1中1
21,260301,2026.3.1,中2,中山,2,2,未勝利,10:35,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,3,5,,,,,, アトラステソーロ,アトラステソーロ,,牡,3,牡,3,菅原明良, 57 ,0.0,11.7,(美),高木登,美浦,,1,,,,,,,,,,,,,,,,,,,,1.0,2.3,33.9,1.0,1.3,1.7,23.8,70.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,１,230.0,140.0,1050.0,1460.0,2110.0,1110.0,6560.0,486.0,+22,665,400,1.0,2.0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,了徳寺健二ホールディングス,,リョーケンファーム,,日高町,キタサンブラック,ロイヤルチャージャー系,パリテソーロ,Declaration of War,ニアークティック系,サクラバクシンオー,ナスルーラ系,A.P. Indy,ナスルーラ系,鹿毛,2023,129,2001年 3月12日(24歳),1965年 5月25日(60歳),エベリンテソーロ,1.0,,,,,,,,,ギリシャ神話の登場人物名＋冠名,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1.0,13.0,4.0,５着,1.0,5.0,5.0,0.0,菅原明良,, 55 ,2.0,464,0.0,250921 4中7  4R,中山,同場,,,,,,,,,,,,ダ,1800.0,0.0,ダ,ダ,,,,稍重,新馬,16.0,0.0,6.0,6.0,2.0,2.0,先,先行,5.0,,,,,,,,,,,0626220205,202603010602020205,2023106749,1,24,7, ,12,3,003,1,0,0,1,1179,1088,89803,2.025092106040704e+17,0625470413,1中1
22,260301,2026.3.1,中2,中山,2,2,未勝利,10:35,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,3,6,,,,,, ウインドオブヘヴン,ウインドオブヘヴン,,牡,3,牡,3,横山武史, 57 ,0.0,12.4,(美),戸田博文,美浦,,1,,,,,,,,,,,,,,,,,,,,4.0,8.8,9.0,5.0,2.4,3.9,7.4,81.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,７,,,1050.0,,,,,460.0,- 2,84,0,4.0,5.0,0,0,0,5,0,0,0,5,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,DMMドリームクラブ,,オリオンファーム,,日高町,ロードカナロア,ネイティヴダンサー系,キストゥヘヴン,アドマイヤベガ,ロイヤルチャージャー系,Storm Cat,ニアークティック系,ノーザンテースト,ニアークティック系,鹿毛,2023,424,1998年12月22日(27歳),1963年10月 1日(62歳),タイムトゥヘヴン,2.0,ガロシェ,2.0,エールトゥヘヴン,2.0,アンドトゥモロー,2.0,ファミーユ,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,6.0,8.0,９着,1.1,9.0,9.0,0.0,岩田康誠,替, 57 ,0.0,462,-4.0,260131 1東1  6R,東京,別場,,,,,,,,,,,,芝,1600.0,200.0,芝,ダ,,,,良,未勝利,16.0,0.0,,,5.0,6.0,中,中団,7.0,,,,,,,,,,,0626220206,202603010602020206,2023100734,1,24,7, ,12,3,003,1,0,0,1,1170,1054,26803,2.026013105010106e+17,0526110606,1中1
23,260301,2026.3.1,中2,中山,2,2,未勝利,10:35,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,4,7,,,,,, スーパーハイウェイ,スーパーハイウェイ,,牡,3,牡,3,佐々木大, 57 ,0.0,12.0,(美),伊藤大士,美浦,,1,,,,,,,,,,,,,,,,,,,,6.0,16.7,4.8,6.0,2.6,4.1,6.9,145.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10,,,,,,,,476.0,+ 2,59,0,2.0,3.0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,徳増栄治,,チャンピオンズファーム,,新ひだか町,アメリカンペイトリオット,ニアークティック系,ルージュノアール,ストーミングホーム,ネイティヴダンサー系,Tiznow,マンノウォー系,フレンチデピュティ,ニアークティック系,鹿毛,2023,416,2003年11月24日(22歳),1972年11月29日(53歳),ピコローズ,3.0,アールラプチャー,3.0,キッショウ,2.0,,,,,高速道路,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,13.0,5.0,５着,1.0,5.0,5.0,0.0,佐々木大,, 57 ,0.0,474,-2.0,260207 1東3  3R,東京,別場,,,,,,,,,,,,ダ,1600.0,200.0,ダ,ダ,,,,良,未勝利,16.0,0.0,,,3.0,3.0,先,先行,10.0,,,,,,,,,,,0626220207,202603010602020207,2023106119,1,24,7, ,12,3,003,1,0,0,1,1197,1109,469033,2.026020705010303e+17,0526130313,1中1
24,260301,2026.3.1,中2,中山,2,2,未勝利,10:35,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,4,8,,,,,, チェストー,チェストー,,牡,3,牡,3,谷原柚希,53★,-4.0,11.6,(美),土田稔,美浦,,1,,,,,,,,,,,,,,,,,,,,14.0,143.3,0.6,15.0,17.1,29.1,0.9,152.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,６,,,,,,,,458.0,- 8,0,0,4.0,5.0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,諸岡慶,,北田剛,,日高町,レッドファルクス,ネイティヴダンサー系,チェス,フリオーソ,ロイヤルチャージャー系,サンデーサイレンス,ロイヤルチャージャー系,フサイチコンコルド,ニアークティック系,青鹿,2023,509,2007年 2月20日(19歳),1955年 6月23日(70歳),オオタチ,2.0,ジェンマ,1.0,オレノブルース,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.0,5.0,10.0,９着,2.0,9.0,9.0,0.0,谷原柚希,,53★,0.0,466,2.0,260207 1東3  3R,東京,別場,,,,,,,,,,,,ダ,1600.0,200.0,ダ,ダ,,,,良,未勝利,16.0,0.0,,,12.0,12.0,後,後方,7.0,,,,,,,,,,,0626220208,202603010602020208,2023100770,1,24,7, ,12,3,003,1,0,4,1,1219,417,951033,2.026020705010303e+17,0526130305,1中1
25,260301,2026.3.1,中2,中山,2,2,未勝利,10:35,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,5,9,,,,,, トーケンジンロック,トーケンジンロック,,セ,3,セ,3,長浜鴻緒,55△,-2.0,11.4,(美),根本康広,美浦,,2,,,,,,,,,,,,,,,,,,,,13.0,112.1,0.7,13.0,14.4,24.6,1.0,142.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,４,,,,,,,,482.0,- 2,89,0,2.0,3.0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,,,林秀宣,,オリオンファーム,,日高町,サトノクラウン,ニアークティック系,ソートアフター,ディープインパクト,ロイヤルチャージャー系,Rossini,ネイティヴダンサー系,Bahhare,ネイティヴダンサー系,青鹿,2023,518,2005年11月12日(20歳),1956年 1月31日(70歳),マイエレメント,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,15.0,13.0,16着,3.3,16.0,16.0,0.0,松岡正海,替, 57 ,-2.0,484,-6.0,260207 1東3  6R,東京,別場,,,,,,,,,,,,芝,1600.0,200.0,芝,ダ,,,,良,未勝利,16.0,0.0,,,16.0,16.0,後,後方,16.0,,,,,,,,,,,0626220209,202603010602020209,2023100737,1,24,7, ,12,3,003,3,0,2,1,1214,1029,688031,2.0260207050103066e+17,0526130615,1中1
26,260301,2026.3.1,中2,中山,2,2,未勝利,10:35,未勝利,３歳,ダ,1800,1800,,,,,,16,16,16,,,,5,10,,,,,, ゴーフォアブローク,ゴーフォアブローク,,牡,3,牡,3,田辺裕信, 57 ,0.0,10.8,(美),手塚貴久,美浦,,1,,,,,,,,,,,,,,,,,,,,2.0,3.5,22.5,2.0,1.3,1.7,22.0,97.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,３,,130.0,,,,1110.0,6560.0,530.0,- 4,520,0,5.0,6.0,0,1,2,3,0,1,2,3,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,,,,藤田在子,,天羽禮治,,日高町,インディチャンプ,ロイヤルチャージャー系,ラヴィーズラヴィン,Giant's Causeway,ニアークティック系,キングカメハメハ,ネイティヴダンサー系,A.P. Indy,ナスルーラ系,黒鹿,2023,313,1984年 2月12日(42歳),1964年 9月20日(61歳),ミラクルラヴィ,2.0,フクノラプラーニュ,1.0,ラヴィーズバード,4.0,パッシオーネラヴィ,1.0,ミステリウム,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4.0,2.0,７着,2.3,7.0,7.0,0.0,長浜鴻緒,替,55△,2.0,534,6.0,260201 1東2  2R,東京,別場,,,,,,,,,,,,ダ,2100.0,-300.0,ダ,ダ,,,,良,未勝利,13.0,3.0,1.0,1.0,1.0,1.0,逃,逃げ,10.0,,,,,,,,,,,0626220210,202603010602020210,2023100629,1,24,7, ,12,3,003,1,0,0,1,1075,1038,491030,2.026020105010202e+17,0526120204,1中1
